Rank,Nome,Plataforma,Ano,Genero,Publicadora,Vendas_AmericaDoNorte,Vendas_EU,Vendas_JP,Vendas_Outras,Vendas_Global
9929,Charm Girls Club: My Perfect Prom,0,2009,Simulation,Electronic Arts,0.11,0,0,0.01,0.12
9930,DreamWorks Super Star Kartz,0,2011,Racing,Activision,0.06,0.03,0,0.02,0.12
9933,Spider-Man: Edge of Time,0,2011,Action,Activision,0.08,0.03,0,0.01,0.12
9937,The Clique: Diss and Make Up,0,2009,Adventure,Warner Bros. Interactive Entertainment,0.11,0,0,0.01,0.12
9941,NFL Tour,0,2008,Sports,Electronic Arts,0.1,0.01,0,0.01,0.12
9944,The Lord of the Rings: Aragorn's Quest,0,2010,Action,Warner Bros. Interactive Entertainment,0.07,0.02,0,0.02,0.12
9945,Yogi Bear: The Video Game,0,2010,Action,D3Publisher,0.06,0.05,0,0.01,0.12
9948,Lost Horizon,1,2010,Adventure,Deep Silver,0,0.1,0,0.02,0.12
9952,Power Pro Kun Pocket 14,0,2011,Sports,Konami Digital Entertainment,0,0,0.12,0,0.12
9953,Get Up and Dance,0,2011,Misc,O-Games,0.06,0.04,0,0.01,0.12
9954,Merv Griffin's Crosswords,0,2008,Puzzle,THQ,0.11,0,0,0.01,0.12
9955,Rango: The Video Game,0,2011,Action,Electronic Arts,0.07,0.03,0,0.01,0.12
9956,Planet 51,0,2009,Action,Sega,0.07,0.03,0,0.02,0.12
9967,de Blob 2,0,2011,Platform,THQ,0.09,0.02,0,0.01,0.12
9972,Darkspore,1,2011,Role-Playing,Electronic Arts,0.07,0.03,0,0.01,0.12
9975,Yattaman DS: BikkuriDokkiri Daisakusen da Koron,0,2008,Action,Takara Tomy,0,0,0.12,0,0.12
9976,Harvey Birdman: Attorney at Law,0,2008,Adventure,Ca1om,0.06,0.04,0,0.01,0.12
9977,Wipeout 2,0,2011,Misc,Activision,0.11,0,0,0.01,0.12
9978,Dawn of Discovery,0,2009,Simulation,Ubisoft,0.07,0.03,0,0.01,0.12
9984,Brunswick Pro Bowling,0,2011,Sports,Crave Entertainment,0.11,0,0,0.01,0.12
9986,Dorabase 2: Nettou Ultra Stadium,0,2009,Sports,Namco Bandai Games,0,0,0.12,0,0.12
9989,Puzzler World 2,0,2010,Puzzle,Ubisoft,0.02,0.07,0,0.02,0.12
9993,Hasbro Family Game Night Fun Pack,0,2011,Misc,Electronic Arts,0.11,0,0,0.01,0.12
9997,Army Men: Soldiers of Misfortune,0,2008,Shooter,Zoo Games,0.11,0,0,0.01,0.12
9999,Mystery P.I. - Portrait of a Thief,0,2008,Adventure,Unknown,0.11,0,0,0.01,0.11
10002,A Witch's Tale,0,2009,Role-Playing,Nippon Ichi Software,0.08,0,0.03,0.01,0.11
10003,Hollywood Squares,0,2010,Misc,Ubisoft,0.11,0,0,0.01,0.11
10008,Warhammer: Battle March,0,2008,Strategy,Deep Silver,0.09,0.02,0,0.01,0.11
10013,Karaoke Revolution Presents American Idol Encore 2,0,2008,Misc,Konami Digital Entertainment,0.11,0,0,0.01,0.11
10014,Nickelodeon Dance,0,2011,Misc,Take-Two Interactive,0.08,0.02,0,0.01,0.11
10016,Cabela's North American Adventures,0,2010,Sports,Activision,0.11,0,0,0.01,0.11
10017,Mechanic Master,0,2008,Puzzle,Midway Games,0.1,0,0,0.01,0.11
10026,Family Game Night 4: The Game Show,0,2011,Misc,Electronic Arts,0.08,0.02,0,0.01,0.11
10032,Brain Quest: Grades 5 & 6,0,2008,Misc,Electronic Arts,0.11,0,0,0.01,0.11
10033,SingStar Latino,0,2009,Misc,Sony Computer Entertainment,0.11,0,0,0.01,0.11
10034,Girl Time,0,2009,Simulation,THQ,0.11,0,0,0.01,0.11
10041,Heart Catch PreCure! Oshare Collection,0,2010,Action,Namco Bandai Games,0,0,0.11,0,0.11
10050,NFL Head Coach 09,0,2008,Sports,Electronic Arts,0.11,0,0,0.01,0.11
10054,Shin Sangoku Musou: Multi Raid 2,0,2010,Action,Tecmo Koei,0,0,0.11,0,0.11
10058,Desktop Tower Defense,0,2009,Strategy,THQ,0.11,0,0,0.01,0.11
10061,"Sakura Wars: So Long, My Love",0,2010,Role-Playing,Ackkstudios,0.06,0.04,0,0.01,0.11
10063,Grease,0,2010,Misc,505 Games,0.1,0,0,0.01,0.11
10064,My SAT Coach with The Princeton Review,0,2008,Misc,Ubisoft,0.1,0,0,0.01,0.11
10065,Family Fun Football,0,2009,Sports,Tecmo Koei,0.1,0,0,0.01,0.11
10069,The Hardy Boys: Treasure on the Tracks,0,2009,Adventure,Sega,0.11,0,0,0.01,0.11
10070,PDC World Championship Darts: Pro Tour,0,2010,Sports,O-Games,0,0.09,0,0.03,0.11
10075,MySims SkyHeroes,0,2010,Action,Electronic Arts,0.08,0.02,0,0.01,0.11
10076,Blood Drive,0,2010,Racing,Activision,0.09,0.01,0,0.01,0.11
10079,Start the Party! Save the World,0,2011,Misc,Sony Computer Entertainment,0,0.09,0,0.03,0.11
10080,The King of Fighters XII,0,2009,Fighting,Ignition Entertainment,0.09,0,0.01,0.01,0.11
10082,Naruto Ultimate Collection,0,2008,Misc,Namco Bandai Games,0.06,0.04,0,0.01,0.11
10085,Bodycount,0,2011,Shooter,Codemasters,0.07,0.03,0,0.01,0.11
10090,Queen's Blade: Spiral Chaos,0,2009,Role-Playing,Namco Bandai Games,0,0,0.11,0,0.11
10093,Coraline,0,2009,Action,D3Publisher,0.06,0.04,0,0.01,0.11
10094,The Price is Right: Decades,0,2011,Misc,Ubisoft,0.11,0,0,0.01,0.11
10097,JASF: Jane's Advanced Strike Fighters,0,2011,Simulation,Deep Silver,0.07,0.03,0,0.02,0.11
10101,Zangeki no Reginleiv,0,2010,Action,Nintendo,0,0,0.11,0,0.11
10102,Stronghold Kingdoms,1,2011,Strategy,DTP Entertainment,0,0.1,0,0.02,0.11
10103,Fabulous Finds,0,2009,Puzzle,ValuSoft,0.1,0,0,0.01,0.11
10104,Vacation Sports,0,2009,Sports,Ubisoft,0.1,0.01,0,0.01,0.11
10106,PDC World Championship Darts: Pro Tour,0,2010,Sports,O-Games,0,0.1,0,0.01,0.11
10107,Pimp My Ride,0,2008,Racing,Activision,0.1,0,0,0.01,0.11
10109,Invizimals: The Lost Tribes,0,2011,Action,Sony Computer Entertainment,0,0.08,0,0.04,0.11
10110,Let's Play Garden,0,2010,Simulation,Deep Silver,0.11,0,0,0.01,0.11
10113,Heavy Fire: Afghanistan,0,2011,Shooter,Mastiff,0.11,0,0,0.01,0.11
10116,WireWay,0,2009,Adventure,Konami Digital Entertainment,0.1,0,0,0.01,0.11
10118,Just In Time Translations,0,2009,Misc,THQ,0.1,0,0,0.01,0.11
10119,John Daly's ProStroke Golf,0,2010,Sports,O-Games,0.09,0.02,0,0.01,0.11
10120,Pro Yaky? Spirits 5,0,2008,Sports,Konami Digital Entertainment,0,0,0.11,0,0.11
10123,The Hardy Boys: The Hidden Theft,0,2009,Adventure,The Adventure Company,0.07,0.03,0,0.01,0.11
10128,Gem Quest: 4 Elements,0,2011,Puzzle,Mastertronic,0.05,0.05,0,0.01,0.11
10137,To Heart 2: Dungeon Travelers,0,2011,Adventure,Aqua Plus,0,0,0.11,0,0.11
10138,Where the Wild Things Are,0,2009,Platform,Warner Bros. Interactive Entertainment,0.1,0,0,0.01,0.11
10141,WWE All Stars,0,2011,Fighting,THQ,0.05,0.04,0,0.01,0.11
10143,Truth or Lies,0,2010,Misc,THQ,0.07,0.03,0,0.01,0.11
10147,Dora's Big Birthday Adventure,0,2010,Misc,Take-Two Interactive,0.1,0.01,0,0.01,0.11
10148,Tokimeki Memorial: Girl's Side 2nd Season,0,2008,Adventure,Konami Digital Entertainment,0,0,0.11,0,0.11
10151,Monkey Island: Special Edition Collection,0,2011,Adventure,Activision,0,0.08,0,0.03,0.11
10155,Spyborgs,0,2009,Action,Ca1om,0.1,0.01,0,0.01,0.11
10160,18 Wheels of Steel: Extreme Trucker 2,1,2011,Racing,Rondomedia,0.08,0.02,0,0.01,0.11
10161,Happy Feet Two,0,2011,Action,Warner Bros. Interactive Entertainment,0.08,0.02,0,0.01,0.11
10164,Pinball Hall of Fame: The Williams Collection,0,2008,Misc,System 3 Arcade Software,0.09,0.01,0,0.01,0.11
10165,Space Chimps,0,2008,Platform,Brash Entertainment,0.1,0,0,0.01,0.11
10166,The Spiderwick Chronicles,0,2008,Action,Vivendi Games,0.09,0.01,0,0.01,0.11
10168,Green Lantern: Rise of the Manhunters,0,2011,Action,Warner Bros. Interactive Entertainment,0.08,0.02,0,0.01,0.11
10170,Shin Kamaitachi no Yoru: 11 Hitome no Suspect,0,2011,Adventure,THQ,0,0,0.11,0,0.11
10174,Monster Lab,0,2008,Role-Playing,Eidos Interactive,0.05,0.04,0,0.01,0.11
10176,Machinarium,1,2009,Adventure,Daedalic,0,0.09,0,0.02,0.11
10179,NCIS 3D,0,2011,Adventure,Ubisoft,0.06,0.04,0,0.01,0.11
10181,Alvin and the Chipmunks: Chipwrecked,0,2011,Misc,505 Games,0.07,0.03,0,0.01,0.11
10182,Totally Spies! Totally Party,0,2008,Misc,Ubisoft,0.09,0.01,0,0.01,0.11
10184,ATV Quad Kings,0,2010,Racing,Storm City Games,0.1,0,0,0.01,0.11
10185,Naruto Shippuden: Naruto vs. Sasuke,0,2008,Action,Takara Tomy,0.08,0,0.03,0.01,0.11
10186,DualPenSports,0,2011,Sports,Namco Bandai Games,0.05,0.05,0,0.01,0.11
10188,Astro Boy: The Video Game,0,2009,Action,D3Publisher,0.05,0.04,0,0.01,0.11
10189,HOP,0,2011,Platform,505 Games,0.09,0.01,0,0.01,0.11
10196,Yoostar2,0,2011,Misc,Unknown,0.04,0.05,0,0.02,0.11
10199,Karaoke Revolution Presents American Idol Encore,0,2008,Misc,Konami Digital Entertainment,0.1,0,0,0.01,0.11
10203,Soma Bringer,0,2008,Role-Playing,Nintendo,0,0,0.11,0,0.11
10204,"Sesame Street: Ready, Set, Grover!",0,2011,Misc,Warner Bros. Interactive Entertainment,0.1,0,0,0.01,0.11
10205,Shin Sangoku Musou 6 Special,0,2011,Action,Tecmo Koei,0,0,0.11,0,0.11
10206,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,0,2011,Action,THQ,0.07,0.03,0,0.01,0.11
10209,Paws & Claws Pet Vet: Australian Adventures,0,2009,Simulation,THQ,0.1,0,0,0.01,0.11
10211,Trauma Center: Under the Knife 2,0,2008,Simulation,Atlus,0.1,0,0,0.01,0.11
10212,Puss in Boots,0,2011,Action,THQ,0.09,0.01,0,0.01,0.11
10213,Split/Second,0,2010,Racing,Disney Interactive Studios,0.07,0.02,0,0.02,0.11
10227,Rock Band: Metal Track Pack,0,2009,Misc,MTV Games,0.1,0,0,0.01,0.11
10229,BlazBlue: Calamity Trigger Portable,0,2010,Fighting,PQube,0.07,0.01,0.03,0.01,0.11
10230,Night at the Museum: Battle of the Smithsonian,0,2009,Action,Majesco Entertainment,0.07,0.03,0,0.01,0.11
10237,Frontier Gate,0,2011,Role-Playing,Konami Digital Entertainment,0,0,0.11,0,0.11
10240,Gabrielle's Ghostly Groove 3D,0,2011,Adventure,Funbox Media,0.08,0.02,0,0.01,0.11
10241,Michael Phelps: Push the Limit,0,2011,Sports,505 Games,0.09,0.01,0,0.01,0.11
10247,Planet 51,0,2009,Action,Sega,0.07,0.03,0,0.01,0.11
10248,Call of Juarez: The Cartel,1,2011,Shooter,Ubisoft,0.05,0.05,0,0.01,0.11
10251,Tornado Outbreak,0,2009,Action,Konami Digital Entertainment,0.1,0,0,0.01,0.11
10253,Michael Jackson: The Experience,0,2011,Misc,Ubisoft,0.05,0.04,0,0.02,0.11
10254,Astro Boy: The Video Game,0,2009,Action,D3Publisher,0.1,0,0,0.01,0.11
10264,SimAnimals Africa,0,2009,Simulation,Electronic Arts,0.08,0.02,0,0.01,0.11
10265,Death Jr.: Root of Evil,0,2008,Platform,Eidos Interactive,0.1,0,0,0.01,0.11
10268,Sonic Generations,1,2011,Platform,Sega,0.02,0.07,0,0.02,0.11
10269,Mushroom Men: Rise of the Fungi,0,2008,Action,SouthPeak Games,0.1,0,0,0.01,0.11
10272,Backyard Baseball '10,0,2009,Sports,Atari,0.1,0,0,0.01,0.11
10275,Animal Planet: Vet Life,0,2009,Simulation,Activision,0.1,0,0,0.01,0.11
10277,Silly Bandz: Play The Craze,0,2010,Puzzle,Deep Silver,0.1,0,0,0.01,0.11
10280,Where the Wild Things Are,0,2009,Platform,Warner Bros. Interactive Entertainment,0.09,0.01,0,0.01,0.11
10286,JU-ON: The Grudge,0,2009,Action,Rising Star Games,0.08,0.01,0.01,0.01,0.11
10288,Deca Sports DS,0,2009,Sports,Hudson Soft,0.08,0.02,0,0.01,0.11
10293,Backyard NFL Football '10,0,2009,Sports,Atari,0.1,0,0,0.01,0.11
10296,Rock Band: Metal Track Pack,0,2009,Misc,MTV Games,0.05,0.04,0,0.01,0.11
10298,The Lord of the Rings: Conquest,0,2009,Action,Electronic Arts,0.09,0.01,0,0.01,0.11
10300,National Geographic Challenge!,0,2011,Misc,Black Bean Games,0.08,0.02,0,0.01,0.11
10302,Hole in the Wall: Deluxe Edition,0,2011,Misc,Ubisoft,0.1,0,0,0.01,0.11
10304,Rogue Warrior,0,2009,Shooter,Bethesda Softworks,0.09,0.01,0,0.01,0.11
10305,Irozuki Tingle no Koi no Balloon Trip,0,2009,Adventure,Nintendo,0,0,0.11,0,0.11
10307,Hellboy: The Science of Evil,0,2008,Action,Konami Digital Entertainment,0.1,0,0,0.01,0.11
10309,X-Men: Destiny,0,2011,Action,Activision,0.08,0.02,0,0.01,0.11
10315,Cats & Dogs: The Revenge of Kitty Galore,0,2010,Action,505 Games,0.1,0,0,0.01,0.11
10319,Yamaha Supercross,0,2009,Racing,Zoo Digital Publishing,0.1,0,0,0.01,0.11
10324,Patapon 2,0,2008,Misc,Sony Computer Entertainment,0,0.03,0.06,0.01,0.11
10325,Cabela's Adventure Camp,0,2011,Misc,Activision,0.06,0.03,0,0.02,0.11
10326,Attack of the Movies 3D,0,2010,Shooter,Majesco Entertainment,0.1,0,0,0.01,0.11
10329,Hysteria Hospital: Emergency Ward,0,2009,Action,Oxygen Interactive,0.1,0,0,0.01,0.11
10336,My Boyfriend,0,2008,Simulation,DTP Entertainment,0.1,0,0,0.01,0.11
10341,Paws & Claws: Pet Resort,0,2009,Simulation,THQ,0.1,0,0,0.01,0.11
10344,Science Papa,0,2009,Misc,Activision,0.09,0.01,0,0.01,0.11
10345,Tournament Pool,0,2009,Sports,Destineer,0.1,0,0,0.01,0.11
10346,Cabela's North American Adventures,0,2010,Sports,Activision,0.1,0,0,0.01,0.11
10349,Tom Clancy's Splinter Cell: Conviction,1,2010,Action,Ubisoft,0,0.08,0,0.02,0.11
10358,BlazBlue: Continuum Shift II,0,2011,Fighting,PQube,0.05,0.01,0.04,0.01,0.11
10359,Saigo no Yakusoku no Monogatari,0,2011,Role-Playing,Unknown,0,0,0.11,0,0.11
10360,The Book of Unwritten Tales,1,2009,Adventure,HMH Interactive,0,0.08,0,0.02,0.11
10362,Naruto Shippuden 3D: The New Era,0,2011,Action,505 Games,0,0.04,0.06,0.01,0.11
10367,Rock Band Track Pack: Classic Rock,0,2009,Misc,MTV Games,0.1,0,0,0.01,0.11
10368,Rock Revolution,0,2008,Misc,Konami Digital Entertainment,0.1,0,0,0.01,0.11
10369,Big League Sports: Summer,0,2009,Sports,Activision,0.1,0,0,0.01,0.11
10370,Tom Clancy's HAWX 2,0,2010,Action,Ubisoft,0.07,0.03,0,0.01,0.11
10373,Pro Yakyuu Team o Tsukurou! 2,0,2009,Sports,Sega,0,0,0.11,0,0.11
10382,Kamen Rider: Climax Heroes,0,2009,Fighting,Namco Bandai Games,0,0,0.11,0,0.11
10389,Karaoke Revolution,0,2009,Misc,Konami Digital Entertainment,0.07,0.03,0,0.01,0.11
10391,The Bachelor: The Videogame,0,2010,Misc,Warner Bros. Interactive Entertainment,0.1,0,0,0.01,0.11
10398,Dreamer Series: Top Model,0,2009,Simulation,DreamCatcher Interactive,0.1,0,0,0.01,0.11
10401,Yuusha no Kuse ni Namaikida Or 3D,0,2010,Strategy,Sony Computer Entertainment,0,0,0.11,0,0.11
10402,The First Templar,0,2011,Action,Kalypso Media,0.06,0.04,0,0.01,0.11
10405,Petz Fashion: Dogz & Catz,0,2009,Simulation,Ubisoft,0.1,0,0,0.01,0.11
10409,SingStar Guitar,0,2010,Misc,Sony Computer Entertainment,0,0.08,0,0.02,0.11
10411,Help Wanted: 50 Wacky Jobs,0,2008,Simulation,Hudson Soft,0.06,0.04,0,0.01,0.11
10412,Busou Shinki: Battle Masters Mk. 2,0,2011,Action,Konami Digital Entertainment,0,0,0.11,0,0.11
10414,Fairy Tail: Portable Guild,0,2010,Fighting,Konami Digital Entertainment,0,0,0.11,0,0.11
10415,Champion Jockey: G1 Jockey & Gallop Racer,0,2011,Sports,Tecmo Koei,0.05,0.04,0.01,0.01,0.11
10421,Squinkies 2: Adventure Mall Surprize!,0,2011,Platform,Activision,0.1,0,0,0.01,0.1
10426,Pro Yaky? Spirits 2010,0,2010,Sports,Konami Digital Entertainment,0,0,0.1,0,0.1
10427,Princess Debut,0,2008,Misc,Cave,0.1,0,0,0.01,0.1
10428,My First Dollhouse,0,2010,Misc,505 Games,0.1,0,0,0.01,0.1
10429,Cloudy With a Chance of Meatballs,0,2009,Platform,Ubisoft,0.09,0.01,0,0.01,0.1
10430,Family Party: 30 Great Games,0,2008,Misc,D3Publisher,0.09,0.01,0,0.01,0.1
10439,Imagine: Soccer Captain,0,2009,Sports,Ubisoft,0.1,0,0,0.01,0.1
10446,Agatha Christie: The ABC Murders,0,2009,Adventure,JoWood Productions,0.08,0.01,0,0.01,0.1
10451,Dancing on Ice,0,2010,Sports,Ghostlight,0,0.09,0,0.01,0.1
10452,Pro Yakyuu Famista DS 2009,0,2009,Sports,Namco Bandai Games,0,0,0.1,0,0.1
10454,Family Feud: 2012 Edition,0,2011,Misc,Ubisoft,0.1,0,0,0.01,0.1
10456,Army Corps of Hell,0,2011,Action,Square Enix,0.05,0.04,0,0.02,0.1
10458,Digimon Story: Lost Evolution,0,2010,Role-Playing,Namco Bandai Games,0,0,0.1,0,0.1
10459,Exit DS,0,2008,Puzzle,Square Enix,0.09,0,0.01,0.01,0.1
10460,Ski-Doo Snowmobile Challenge,0,2009,Racing,PQube,0.1,0,0,0.01,0.1
10461,Universe at War: Earth Assault,0,2008,Action,Sega,0.09,0.01,0,0.01,0.1
10462,Despicable Me: The Game,0,2010,Platform,D3Publisher,0.05,0.04,0,0.01,0.1
10464,The Whispered World,1,2009,Adventure,Deep Silver,0,0.08,0,0.02,0.1
10466,Learn Chess,0,2009,Misc,DreamCatcher Interactive,0.1,0,0,0.01,0.1
10469,Leisure Suit Larry: Box Office Bust,0,2009,Adventure,Codemasters,0.06,0.03,0,0.01,0.1
10472,Who Wants to Be a Millionaire: 3rd Edition,0,2010,Misc,Ubisoft,0.1,0,0,0.01,0.1
10474,Miami Law,0,2009,Adventure,Konami Digital Entertainment,0.1,0,0,0.01,0.1
10477,Yu-Gi-Oh! 5D's Wheelie Breakers,0,2009,Racing,Konami Digital Entertainment,0.09,0.01,0,0.01,0.1
10478,Nicktoons: MLB,0,2011,Sports,Take-Two Interactive,0.1,0,0,0.01,0.1
10480,Corvette Evolution GT,0,2008,Racing,Black Bean Games,0.1,0,0,0.01,0.1
10481,May's Mystery: Forbidden Memories,0,2011,Puzzle,Mastertronic,0.05,0.04,0,0.01,0.1
10486,Igor: The Game,0,2008,Adventure,CDV Software Entertainment,0.09,0,0,0.01,0.1
10490,Green Lantern: Rise of the Manhunters,0,2011,Action,Warner Bros. Interactive Entertainment,0.06,0.04,0,0.01,0.1
10492,Lucha Libre AAA: Heroes del Ring,0,2010,Fighting,Konami Digital Entertainment,0.1,0,0,0.01,0.1
10495,Shrek: Forever After,0,2010,Platform,Activision,0.09,0,0,0.01,0.1
10505,Alvin and the Chipmunks: The Squeakquel,0,2009,Misc,Majesco Entertainment,0.09,0,0,0.01,0.1
10506,The Story of Noah's Ark,0,2010,Action,SouthPeak Games,0.1,0,0,0.01,0.1
10508,Astro Boy: The Video Game,0,2009,Action,D3Publisher,0.09,0,0,0.01,0.1
10511,Blitz: The League II,0,2008,Sports,Midway Games,0.08,0.01,0,0.01,0.1
10517,Toaru Majutsu no Index,0,2011,Adventure,Kadokawa Shoten,0,0,0.1,0,0.1
10518,Dora's Cooking Club,0,2010,Misc,Take-Two Interactive,0.08,0.01,0,0.01,0.1
10519,ESA Game Pack,0,2010,Misc,Sony Computer Entertainment,0.09,0,0,0.01,0.1
10520,America's Next Top Model,0,2008,Action,Eidos Interactive,0.1,0,0,0.01,0.1
10522,Uta no Prince-Sama: Music,0,2011,Misc,Broccoli,0,0,0.1,0,0.1
10524,Culdcept DS,0,2008,Strategy,Sega,0,0,0.1,0,0.1
10529,Truth or Lies,0,2010,Misc,THQ,0.04,0.05,0,0.01,0.1
10530,Weiss Schwarz Portable,0,2011,Strategy,Namco Bandai Games,0,0,0.1,0,0.1
10535,Dora & Kai-Lan's Pet Shelter,0,2011,Strategy,Take-Two Interactive,0.08,0.01,0,0.01,0.1
10536,DJ Max Fever,0,2009,Misc,PM Studios,0.09,0,0,0.01,0.1
10537,Math Blaster in the Prime Adventure,0,2009,Misc,Majesco Entertainment,0.09,0,0,0.01,0.1
10538,Football Director DS,0,2008,Sports,Pinnacle,0,0.1,0,0,0.1
10541,Yggdra Union: We'll Never Fight Alone,0,2008,Role-Playing,Sting,0.05,0,0.04,0.01,0.1
10542,The Destiny of Zorro,0,2009,Action,505 Games,0.1,0,0,0.01,0.1
10546,Metal Gear Solid HD Edition,0,2011,Action,Konami Digital Entertainment,0,0,0.1,0,0.1
10550,Creeper World 3: Arc Eternal,0,2009,Strategy,Namco Bandai Games,0,0,0.1,0,0.1
10551,Monkey Mischief! Party Time,0,2008,Misc,Activision,0.09,0,0,0.01,0.1
10554,Water Sports,0,2009,Action,Avanquest,0.05,0.04,0,0.01,0.1
10560,Penguin no Mondai: The World,0,2010,Adventure,Konami Digital Entertainment,0,0,0.1,0,0.1
10565,Hakuouki Portable,0,2009,Adventure,Idea Factory,0,0,0.1,0,0.1
10567,Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,0,2009,Role-Playing,Bethesda Softworks,0.09,0.01,0,0.01,0.1
10568,Cabela's Adventure Camp,0,2011,Misc,Activision,0.07,0.02,0,0.01,0.1
10569,KORG DS-10 Synthesizer Plus,0,2009,Misc,AQ Interactive,0.08,0,0.02,0.01,0.1
10580,Pajama Sam: Don't Fear The Dark,0,2008,Adventure,Atari,0.09,0,0,0.01,0.1
10584,Guitar Hero: Van Halen,0,2009,Misc,Activision,0.05,0.04,0,0.01,0.1
10586,Little League World Series Baseball 2008,0,2008,Sports,Activision,0.09,0,0,0.01,0.1
10588,Tatsunoko vs. Ca1om: Cross Generation of Heroes,0,2008,Fighting,Ca1om,0,0,0.1,0,0.1
10589,Alvin and the Chipmunks: Chipwrecked,0,2011,Misc,505 Games,0.08,0.01,0,0.01,0.1
10594,Tom Clancy's Ghost Recon: Predator,0,2010,Shooter,Ubisoft,0.07,0.02,0,0.02,0.1
10596,Blue Dragon: Awakened Shadow,0,2009,Role-Playing,Namco Bandai Games,0.06,0,0.03,0,0.1
10602,Rolling Stone: Drum King,0,2009,Misc,505 Games,0.09,0,0,0.01,0.1
10604,Lord of Apocalypse,0,2011,Role-Playing,Square Enix,0,0,0.1,0,0.1
10605,Bejeweled Twist,0,2010,Puzzle,Po1ap Games,0,0.09,0,0.01,0.1
10606,Rock Band 3,0,2010,Misc,MTV Games,0.09,0.01,0,0.01,0.1
10610,NFL Tour,0,2008,Sports,Electronic Arts,0.09,0,0,0.01,0.1
10613,Spider-Man: Web of Shadows,0,2008,Action,Activision,0.09,0,0,0.01,0.1
10615,USA Today Puzzle Craze,0,2009,Puzzle,Destineer,0.09,0,0,0.01,0.1
10616,Machi-Ing Maker 3 x Tousouchuu,0,2010,Simulation,D3Publisher,0,0,0.1,0,0.1
10622,SCORE International Baja 1000: The Official Game,0,2008,Racing,Activision,0.09,0,0,0.01,0.1
10626,Big League Sports,0,2008,Sports,Activision,0.09,0.01,0,0.01,0.1
10627,nail'd,0,2010,Racing,Deep Silver,0.08,0.02,0,0.01,0.1
10630,Record of Agarest War Zero,0,2010,Strategy,Compile Heart,0.09,0,0,0.01,0.1
10641,The History Channel: Civil War - Secret Missions,0,2008,Shooter,Activision,0.09,0,0,0.01,0.1
10645,Harry Potter and the Deathly Hallows - Part 1,1,2010,Action,Electronic Arts,0.08,0.02,0,0.01,0.1
10646,Fifi and the Flowertots,0,2009,Misc,Avanquest,0,0.09,0,0.01,0.1
10648,King of Clubs: Mini Golf,0,2008,Sports,Oxygen Interactive,0.09,0,0,0.01,0.1
10649,Ultimate Marvel vs. Ca1om 3,0,2011,Fighting,Ca1om,0,0.04,0.04,0.01,0.1
10650,Cate West: The Vanishing Files,0,2008,Adventure,Oxygen Interactive,0.08,0.01,0,0.01,0.1
10653,Harry Potter and the Deathly Hallows - Part 2,1,2011,Action,Electronic Arts,0.05,0.04,0,0.01,0.1
10663,Marvel Super Hero Squad: The Infinity Gauntlet,0,2011,Action,THQ,0.07,0.02,0,0.01,0.1
10678,Alvin and the Chipmunks: Chipwrecked,0,2011,Misc,505 Games,0.08,0.01,0,0.01,0.1
10681,NatGeo Challenge! Wild Life,0,2010,Misc,Black Bean Games,0.05,0.03,0,0.01,0.1
10683,Kung Fu Panda 2,0,2011,Action,THQ,0.04,0.04,0,0.02,0.1
10689,Generator Rex: Agent of Providence,0,2011,Action,Activision,0.07,0.02,0,0.01,0.1
10690,Petz Hamsterz Superstarz,0,2009,Simulation,Ubisoft,0.09,0,0,0.01,0.1
10694,"Warhammer 40,000: Dawn of War II - Chaos Rising",1,2010,Strategy,THQ,0.08,0.01,0,0.01,0.1
10700,Lucky * Star: Ryouou Gakuen Outousai,0,2008,Adventure,Kadokawa Shoten,0,0,0.1,0,0.1
10702,Murder in Venice,0,2011,Adventure,City Interactive,0.06,0.03,0,0.01,0.1
10703,Nancy Drew: The Model Mysteries,0,2010,Puzzle,THQ,0.09,0,0,0.01,0.1
10707,Nihon Keizai Shinbunsha Kanshuu: Shiranai Mamade wa Son o Suru Mono ya Okane no Shikumi DS,0,2009,Misc,Nintendo,0,0,0.1,0,0.1
10708,Little League World Series Baseball 2010,0,2010,Sports,Activision,0.09,0,0,0.01,0.1
10711,Arcania: Gothic 4,0,2010,Role-Playing,JoWood Productions,0.03,0.04,0.01,0.01,0.1
10712,Ben 10 Galactic Racing,0,2011,Racing,D3Publisher,0.07,0.02,0,0.01,0.1
10714,System Flaw,0,2009,Shooter,Enjoy Gaming ltd.,0.09,0,0,0.01,0.1
10715,Rio,0,2011,Misc,THQ,0.05,0.03,0,0.01,0.1
10717,Lord of Apocalypse,0,2011,Role-Playing,Square Enix,0,0,0.1,0,0.1
10718,The BIGS 2,0,2009,Sports,Take-Two Interactive,0.09,0,0,0.01,0.1
10719,Horse Life Adventures,0,2008,Simulation,Deep Silver,0.08,0.01,0,0.01,0.1
10720,iCarly 2: iJoin The Click!,0,2010,Adventure,Activision,0.08,0.01,0,0.01,0.1
10721,Burnout Paradise: The Ultimate Box,1,2009,Racing,Electronic Arts,0,0.08,0,0.01,0.1
10723,The Secret Saturdays: Beasts of the 5th Sun,0,2009,Action,D3Publisher,0.09,0,0,0.01,0.1
10724,Winter Stars,0,2011,Sports,Deep Silver,0.05,0.04,0,0.01,0.1
